Armas_Medios,Departamento,Municipio,Fecha_Hecho,Genero,Edad_Persona,Codigo_Dane,Delitos,Mes,Cantidad,Trimestre,Dia_Semana,Año,Categoria_Delito
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-21,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-14,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-21,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
No Reportado,Cundinamarca,Mosquera,2023-07-16,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-07,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-22,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-20,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-23,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-22,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-10,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-23,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-17,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-14,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-24,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-16,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-25,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-25,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-03-10,Femenino,Adultos,25286,Artículo 239. Hurto Personas,3,1,1,4,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-07-22,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-15,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-17,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-06-30,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-18,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-27,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-06,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-14,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-19,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-11,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-20,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-17,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-20,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-21,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-19,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-21,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-21,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-15,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-19,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-22,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-20,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-22,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
No Reportado,Cundinamarca,Funza,2023-07-18,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-18,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-12,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2023-07-17,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-05,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-30,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-11,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-15,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-06,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-16,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-07-12,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
No Reportado,Cundinamarca,Funza,2023-07-15,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-16,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-12,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-26,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-09,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
No Reportado,Cundinamarca,Madrid,2023-06-14,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2023-07-11,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-03,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-18,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-17,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-18,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2023-07-11,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
No Reportado,Cundinamarca,Madrid,2023-07-13,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-06-15,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-14,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-10,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2023-07-18,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2023-07-18,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-06-29,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-13,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-14,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Contundentes,Cundinamarca,Mosquera,2023-04-18,Femenino,Adultos,25473,Artículo 239. Hurto Personas,4,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-12,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-13,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-15,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-14,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-05-29,Femenino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,0,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-17,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-11,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-10,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-10,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-12,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-13,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-07,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-06-05,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-15,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-13,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-13,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-08,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2023-07-14,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-06,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-05,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-01,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-10,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-11,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-10,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-09,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-28,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-09,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-12,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-11,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-08,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-07-09,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-07,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-09,Femenino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-10,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-04,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-08,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-05-16,Masculino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-07,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-03-13,Femenino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-02,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-20,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-09,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-05,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-09,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-26,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,0,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-10,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-06,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Funza,2023-07-05,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2023-06-30,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2023-07-07,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Madrid,2023-07-06,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-02,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-07,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-05,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-08,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-08,Masculino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-07,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-28,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Funza,2023-07-02,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-01,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-03-10,Masculino,Adultos,25473,Artículo 239. Hurto Personas,3,1,1,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-04,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Contundentes,Cundinamarca,Madrid,2023-07-06,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-07-06,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,3,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-06-28,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-01,Femenino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-07-02,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-26,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-30,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-30,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-25,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,6,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-07-01,Femenino,Adultos,25286,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-27,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-14,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-05-02,Masculino,Adultos,25430,Artículo 239. Hurto Personas,5,1,2,1,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-06-30,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-26,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,0,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-07-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-14,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-07-03,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-29,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-07-01,Masculino,Adultos,25430,Artículo 239. Hurto Personas,7,1,3,5,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-07-04,Masculino,Adolescentes,25430,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-07-04,Masculino,Adultos,25473,Artículo 239. Hurto Personas,7,1,3,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-28,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-28,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-05-16,Femenino,Adultos,25286,Artículo 239. Hurto Personas,5,1,2,1,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-21,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-24,Masculino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Mosquera,2023-06-24,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,5,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-29,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-29,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Madrid,2023-06-30,Femenino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-28,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-06-15,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,3,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-06-27,Masculino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,1,2023,Hurto Personas
Arma Blanca / Cortopunzante,Cundinamarca,Mosquera,2023-05-08,Masculino,Adultos,25473,Artículo 239. Hurto Personas,5,1,2,0,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Funza,2023-06-23,Femenino,Adultos,25286,Artículo 239. Hurto Personas,6,1,2,4,2023,Hurto Personas
Sin Empleo De Armas,Cundinamarca,Madrid,2023-06-26,Masculino,Adultos,25430,Artículo 239. Hurto Personas,6,1,2,0,2023,Hurto Personas
Arma De Fuego,Cundinamarca,Mosquera,2023-06-28,Femenino,Adultos,25473,Artículo 239. Hurto Personas,6,1,2,2,2023,Hurto Personas
