Armas_Medios;Departamento;Municipio;Fecha_Hecho;Genero;Edad_Persona;Codigo_Dane;Delitos;Mes;Cantidad
Sin Empleo De Armas;Cundinamarca;Mosquera;27/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;29/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;29/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;29/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;24/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;30/01/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;1;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;26/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;27/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;28/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;28/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;28/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;30/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;27/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;27/02/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Mosquera;30/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;29/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
No Reportado;Cundinamarca;Madrid;29/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;31/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;30/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;30/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;31/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;31/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;31/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Madrid;29/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;1/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;24/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;19/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Madrid;20/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;20/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;12/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;27/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;21/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;28/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;21/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;27/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;14/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;28/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;25/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;24/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;24/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;25/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;16/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;24/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;25/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;21/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;23/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;20/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;19/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;19/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;23/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;21/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;24/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;24/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;25/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;20/02/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Funza;19/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;25/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;24/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;24/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;25/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;25/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;21/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;26/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;26/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;22/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Funza;26/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;18/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;18/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;16/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;20/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;20/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Funza;21/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;20/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;21/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;5/03/2026;;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;15/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;11/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;13/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;16/03/2026;Masculino;Adolescentes;25286;Artículo 239. Hurto Personas;3;1
No Reportado;Cundinamarca;Mosquera;17/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;4/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;13/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;18/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;6/03/2026;Femenino;Adolescentes;25430;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Funza;14/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;6/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;17/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;17/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;19/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;19/03/2026;Masculino;Adolescentes;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Funza;17/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;16/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;14/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;16/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;13/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;14/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;17/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;17/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;17/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Contundentes;Cundinamarca;Madrid;16/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;28/02/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Contundentes;Cundinamarca;Madrid;14/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;17/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;9/02/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;14/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;17/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Funza;17/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Funza;18/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;17/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;18/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;5/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;17/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;11/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;6/01/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;1;1
Sin Empleo De Armas;Cundinamarca;Madrid;10/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;11/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Madrid;12/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;12/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;12/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;1/02/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Mosquera;10/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/03/2026;Masculino;Adolescentes;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;6/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;13/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;13/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;13/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;12/03/2026;Masculino;Adolescentes;25473;Artículo 239. Hurto Personas;3;1
Contundentes;Cundinamarca;Funza;14/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Madrid;14/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;13/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;15/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;28/02/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Madrid;14/03/2026;Masculino;Adolescentes;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Contundentes;Cundinamarca;Mosquera;16/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;13/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;12/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;15/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;16/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;7/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;9/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;10/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Contundentes;Cundinamarca;Funza;11/02/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Arma De Fuego;Cundinamarca;Mosquera;3/01/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;1;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;6/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;8/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;10/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;11/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;11/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;11/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;12/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;6/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Arma Blanca / Cortopunzante;Cundinamarca;Mosquera;11/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;12/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;9/02/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;7/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;8/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;28/02/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;2;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/03/2026;Masculino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;9/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;6/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;9/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;8/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;8/03/2026;Femenino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Arma De Fuego;Cundinamarca;Mosquera;8/03/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;8/01/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;1;1
Arma Blanca / Cortopunzante;Cundinamarca;Funza;4/03/2026;Masculino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Madrid;9/03/2026;Femenino;Adultos;25430;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;10/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Funza;3/03/2026;Femenino;Adultos;25286;Artículo 239. Hurto Personas;3;1
Sin Empleo De Armas;Cundinamarca;Mosquera;27/02/2026;Masculino;Adultos;25473;Artículo 239. Hurto Personas;2;1
